Property_ID,Market,State,City,Finished_SqFt,Acquisition_Price,Pending_Date,Resale_Price_Estimate,Pending_Price,Sale_Price,Closing_Date,Profit_Loss,Sale_vs_Resale_Ratio,Volume,Listing_Date,DOM,Sold?
X1-ORz0fqaz0rprp6_epkal,Atlanta,Georgia,Lawrenceville,2148,353300,,0,0,331000,,-22300,1.032891848,1,9/8/2021,126,0
X1-ORz2c74ex8feka_gjl0s,Tampa,Florida,Wesley Chapel,1974,404865,,0,0,388000,,-16865,0.483735709,1,9/8/2021,126,0
X1-ORz2ex4m0t7l2y_b5qjm,Charlotte,North Carolina,Rock Hill,2045,310700,,0,0,291246,,-19454,1.061274247,1,9/8/2021,126,0
X1-ORz08w3w6t8ol6_bl6st,Denver,Colorado,Aurora,2023,449300,,0,0,440422,,-8878,0.517146134,1,9/8/2021,126,0
X1-ORz0e23rgnw41m_jbbeb,Atlanta,Georgia,Villa Rica,3064,411700,,0,0,398455,,-13245,1.093787868,1,9/8/2021,126,0
X1-ORz0d43kqc2jju_btm7n,Jacksonville,Florida,Jacksonville,1563,229710,,0,0,238208,,8498,0.7796638,1,9/8/2021,126,0
X1-ORz2fp9ki0xoqi_d3yz8,Denver,Colorado,Colorado Springs,2758,495000,,0,0,481018,,-13982,0.600626368,1,9/8/2021,126,0
X1-ORz2eyrh406ika_d3yz8,Raleigh,North Carolina,Raleigh,2220,392061,,0,0,359000,,-33061,1.074465129,1,9/8/2021,126,0
X1-ORz2egqzmbhapm_axb4s,Houston,Texas,League City,1472,250279,,0,0,231278,,-19001,1.463720723,1,9/8/2021,126,0
X1-ORz0cn9mcmrwje_dp1ib,Denver,Colorado,Colorado Springs,1872,470470,,0,0,422098,,-48372,0.675299609,1,9/8/2021,126,0
X1-ORz0ovgmyvwtbu_j8i9d,Nashville,Tennessee,La Vergne,1636,250000,,0,0,254000,,4000,1.695627368,1,9/8/2021,126,0
X1-ORz22l0yh91vne_ggrvu,Atlanta,Georgia,Stone Mountain,1564,175500,,0,0,166522,,-8978,2.14518469,1,9/8/2021,126,0
X1-ORz0cmg8s2ehru_emr5n,Atlanta,Georgia,Newnan,2952,366284,,0,0,346996,,-19288,0.727619538,1,9/8/2021,126,0
X1-ORz0eq6dtcvpmi_bnzxr,Tampa,Florida,Largo,1360,306500,,0,0,311958,,5458,0.794162732,1,9/8/2021,126,0
X1-ORz0gk6mpcan3u_i2d77,San Antonio,Texas,San Antonio,2085,292900,,0,0,330990,,38090,0.931128162,1,9/8/2021,126,0
X1-ORz217vfleicu2_famto,Miami,Florida,Hollywood,869,264300,,0,0,285900,,21600,1.52998527,1,9/8/2021,126,0
X1-ORz28o1lvgrfju_fzx26,Atlanta,Georgia,Cartersville,1586,230500,,0,0,238600,,8100,1.262809992,1,9/8/2021,126,0
X1-ORz0chexttszga_duns7,San Antonio,Texas,San Antonio,2835,327197,,0,0,312822,,-14375,0.878563146,1,9/8/2021,126,0
X1-ORz2c8vnuweq2i_bmlda,Atlanta,Georgia,Decatur,2436,342696,,0,0,318000,,-24696,0.904055368,1,9/8/2021,126,0
X1-ORz0abp403zzwa_hwqxb,Tampa,Florida,Sarasota,1665,357886,,0,0,350962,,-6924,1.088060065,1,9/8/2021,126,0
X1-ORz2fgi7e6tyt6_ic76i,Jacksonville,Florida,Fernandina Beach,1478,312500,,0,0,317678,,5178,0.789090773,1,9/8/2021,126,0
X1-ORz2cwbdgobdyy_cycpc,Atlanta,Georgia,Hiram,2222,307290,,0,0,292531,,-14759,0.771855003,1,9/8/2021,126,0
X1-ORz2ark6mhp2t6_dktsw,Charlotte,North Carolina,Monroe,1200,252700,,0,0,269000,,16300,1.219107247,1,9/8/2021,126,0
X1-ORz0dc75irag6y_e0a23,Denver,Colorado,Colorado Springs,2414,505662,,0,0,439680,,-65982,1.175789357,1,9/8/2021,126,0
X1-ORz2ccg0ta788q_d3yz8,Atlanta,Georgia,Austell,2778,416585,,0,0,386160,,-30425,0.572138542,1,9/8/2021,126,0
X1-ORz0cvcz8xjla2_g1bmn,Denver,Colorado,Colorado Springs,3612,595491,,0,0,543712,,-51779,0.493653422,1,9/8/2021,126,0
X1-ORz0eflgwk2d8a_d5djp,Austin,Texas,Georgetown,3000,609000,,0,0,599900,,-9100,0.424616425,1,9/8/2021,126,0
X1-ORz09vjho4ppx6_cg3b7,Phoenix,Arizona,Gilbert,2152,544900,,0,0,519147,,-25753,0.475132262,1,9/8/2021,126,0
X1-ORz097v89j8hve_9vds1,Tampa,Florida,Winter Haven,1931,278200,,0,0,270411,,-7789,1.313161758,1,9/8/2021,126,0
X1-ORz0nbizzdowhm_eebqt,Atlanta,Georgia,Jonesboro,1558,176600,,0,0,193000,,16400,1.333950457,1,9/8/2021,126,0
X1-ORz29m6ece1lyy_bs7n6,Houston,Texas,Pearland,1561,230900,,0,0,250140,,19240,1.196761591,1,9/8/2021,126,0
X1-ORz0ctvdkpdxfe_e8pgx,Orlando,Florida,Apopka,984,242952,,0,0,224900,,-18052,1.107042571,1,9/8/2021,126,0
X1-ORz0cqcnt8z2ii_ejy0p,Tampa,Florida,Palmetto,1481,300211,,0,0,300300,,89,0.611026621,1,9/8/2021,126,0
X1-ORz2eo3tjnqfei_9ocxo,Jacksonville,Florida,Green Cove Springs,2996,551800,,0,0,574874,,23074,0.945978411,1,9/8/2021,126,0
X1-ORz0ehkpwqhp4q_cda69,Phoenix,Arizona,Peoria,1459,372667,,0,0,372900,,233,1.187745346,1,9/8/2021,126,0
X1-ORz0ata532xqpm_gqlv5,Houston,Texas,Katy,2108,313067,,0,0,314060,,993,1.169310612,1,9/8/2021,126,0
X1-ORz0dw22dwi64a_eh4vr,Tampa,Florida,Palm Harbor,1688,402928,,0,0,396026,,-6902,0.838985121,1,9/8/2021,126,0
X1-ORz0br4mm71lru_iasm1,Atlanta,Georgia,Snellville,2274,338194,,0,0,350240,,12046,1.49975197,1,9/8/2021,126,0
X1-ORz2dbict4ezju_csqfg,Orlando,Florida,Orlando,2210,418968,,0,0,430119,,11151,0.843452621,1,9/8/2021,126,0
X1-ORz2fqobkn8hve_j9wtu,Atlanta,Georgia,Villa Rica,2311,339100,,0,0,332346,,-6754,0.987473363,1,9/8/2021,126,0
X1-ORz2d0su5q518a_i0ymq,Charlotte,North Carolina,Lowell,2061,362315,,0,0,361000,,-1315,0.668702886,1,9/8/2021,126,0
X1-ORz29888z82w6y_dw2co,Tampa,Florida,Plant City,1911,292800,,0,0,265500,,-27300,0.800434321,1,9/8/2021,126,0
X1-ORz0ep5vqrv62i_hobih,Charlotte,North Carolina,Charlotte,1243,257000,,0,0,253250,,-3750,1.679684509,1,9/8/2021,126,0
X1-ORz2cho0hajfju_h38ze,Atlanta,Georgia,Loganville,1819,315758,,0,0,290000,,-25758,0.893199416,1,9/8/2021,126,0
X1-ORz0lgqd1dxjsq_i7zh3,Orlando,Florida,Clermont,2296,301700,,0,0,313000,,11300,0.820028519,1,9/8/2021,126,0
X1-ORz0f4z07pgxoa_c21mh,Dallas,Texas,Dallas,1712,308600,,0,0,310585,,1985,1.029338032,1,9/8/2021,126,0
X1-ORz2f7aib55w8q_bxtx2,Raleigh,North Carolina,Durham,2120,325631,,0,0,317000,,-8631,1.217763372,1,9/8/2021,126,0
X1-ORz0ca1w0d3muy_crbuz,Las Vegas,Nevada,Las Vegas,1478,367656,,0,0,380000,,12344,1.278805442,1,9/8/2021,126,0
X1-ORz2cks1ggrl2y_gxmpi,Charlotte,North Carolina,Charlotte,1652,303994,,0,0,295000,,-8994,1.129387946,1,9/8/2021,126,0
X1-ORz2dp11rkm8ai_9ocxo,Tucson,Arizona,Tucson,2591,416184,,0,0,370642,,-45542,1.159084514,1,9/8/2021,126,0
X1-ORz088c4i8jy4a_bidnv,Orlando,Florida,Leesburg,1902,247719,,0,0,290097,,42378,1.174423785,1,9/8/2021,126,0
X1-ORz0fc0fqmani2_bfkix,Atlanta,Georgia,Mableton,1404,164700,,0,0,240089,,75389,2.392954428,1,9/8/2021,126,0
X1-ORz0cu7njmm7wa_fhno1,Atlanta,Georgia,Dacula,3587,452929,,0,0,444408,,-8521,0.362862249,1,9/8/2021,126,0
X1-ORz0ap9o1m13sq_9pri5,Tampa,Florida,New Port Richey,1533,315302,,0,0,308673,,-6629,1.041166648,1,9/8/2021,126,0
X1-ORz2cws584s6ey_ewl4y,Jacksonville,Florida,Jacksonville,1248,222245,,0,0,222852,,607,1.69434303,1,9/8/2021,126,0
X1-ORz2cjsyooogvu_bxtx2,Nashville,Tennessee,Antioch,1844,360864,,0,0,341000,,-19864,0.707117235,1,9/8/2021,126,0
X1-ORz08wa54c2xru_h4njv,Orlando,Florida,Saint Cloud,2064,366200,,0,0,371708,,5508,1.17115438,1,9/8/2021,126,0
X1-ORz2dig63zt30a_auhzu,Atlanta,Georgia,Sharpsburg,1390,273629,,0,0,270000,,-3629,1.261327932,1,9/8/2021,126,0
X1-ORz0dti3k1i3ju_a101x,Tampa,Florida,Venice,1924,403030,,0,0,395079,,-7951,0.869825392,1,9/8/2021,126,0
X1-ORz2gkp0s26f0a_jic8o,Atlanta,Georgia,Douglasville,3448,322200,,0,0,376750,,54550,1.519143102,1,9/8/2021,126,0
X1-ORz0cxq1gwcqyi_feuj3,Atlanta,Georgia,Suwanee,2448,365345,,0,0,356832,,-8513,0.700455618,1,9/8/2021,126,0
X1-ORz2fuwgufwtbu_hpq2y,Jacksonville,Florida,Jacksonville,1181,274900,,0,0,285959,,11059,1.329786515,1,9/8/2021,126,0
X1-ORz2c2l737003e_a80wa,Dallas,Texas,Wylie,1772,335938,,0,0,300000,,-35938,0.474362688,1,9/8/2021,126,0
X1-ORz2blywxth1mi_dt97q,Atlanta,Georgia,Union City,2042,226054,,0,0,201436,,-24618,2.159663878,1,9/8/2021,126,0
X1-ORz0e38v9ud9iy_a101x,Atlanta,Georgia,Cumming,2322,346600,,0,0,335647,,-10953,0.420954903,1,9/8/2021,126,0
X1-ORz09cst1o69ve_daztl,Las Vegas,Nevada,Las Vegas,1152,318900,,0,0,321897,,2997,0.913119342,1,9/8/2021,126,0
X1-ORz28w2c2a4hh6_bs7n6,Charlotte,North Carolina,Charlotte,2622,321800,,0,0,331000,,9200,0.69320442,1,9/8/2021,126,0
X1-ORz0ciwre6ev7e_fhno1,Charlotte,North Carolina,Gastonia,2303,340559,,0,0,330918,,-9641,0.498814582,1,9/8/2021,126,0
X1-ORz29vwq9y0c56_bgz3e,Jacksonville,Florida,Saint Johns,1875,374000,,0,0,375000,,1000,1.443046231,1,9/8/2021,126,0
X1-ORz0dp4d13c6m2_cg3b7,Jacksonville,Florida,Jacksonville,1653,253014,,0,0,270715,,17701,1.497616244,1,9/8/2021,126,0
X1-ORz2bm78uildve_9r62m,Atlanta,Georgia,Acworth,3262,441467,,0,0,424642,,-16825,1.17032961,1,9/8/2021,126,0
X1-ORz2dqle3cemwq_9tz7k,Tucson,Arizona,Tucson,1618,381237,,0,0,331766,,-49471,0.565986177,1,9/8/2021,126,0
X1-ORz2cltytupjzu_dyvhm,Houston,Texas,Spring,2077,250698,,0,0,250091,,-607,1.475161156,1,9/8/2021,126,0
X1-ORz2fc29y05uuy_ecx6c,Atlanta,Georgia,Mableton,2925,421000,,0,0,403562,,-17438,0.96579088,1,9/8/2021,126,0
X1-ORz2bg29dwg5fe_c92gu,Jacksonville,Florida,Jacksonville,1659,300869,,0,0,268835,,-32034,0.924947668,1,9/8/2021,126,0
X1-ORz0ggzfadjb0a_a6mbt,Tampa,Florida,Brandon,1827,297900,,0,0,310092,,12192,2.063752551,1,9/8/2021,126,0
X1-ORz0d6erv91u2i_ciwg5,Jacksonville,Florida,Jacksonville,1257,261415,,0,0,259041,,-2374,0.830962315,1,9/8/2021,126,0
X1-ORz0benyz70fwa_i2d77,Tampa,Florida,Wesley Chapel,2089,376117,,0,0,365284,,-10833,1.008212097,1,9/8/2021,126,0
X1-ORz0cxou27vji2_g9r1h,Atlanta,Georgia,Acworth,2971,443253,,0,0,412924,,-30329,1.088768293,1,9/8/2021,126,0
X1-ORz2ctxbq5h8qi_bmlda,Atlanta,Georgia,Flowery Branch,2088,263932,,0,0,268000,,4068,0.851350412,1,9/8/2021,126,0
X1-ORz0cmh4ck7ddm_e0a23,Atlanta,Georgia,Covington,1429,249273,,0,0,250530,,1257,1.316657616,1,9/8/2021,126,0
X1-ORz09n2z8ewv3u_jgxo7,Dallas,Texas,Fort Worth,2976,371000,,0,0,379280,,8280,0.814079046,1,9/8/2021,126,0
X1-ORz2dpvisr8qka_be5yg,Charlotte,North Carolina,Mooresville,1956,307478,,0,0,319000,,11522,0.4438245,1,9/8/2021,126,0
X1-ORz0fymjvpdoqi_b7543,Tucson,Arizona,Oro Valley,1801,394400,,0,0,410000,,15600,0.983190906,1,9/8/2021,126,0
X1-ORz221w0ur860q_fg93k,Phoenix,Arizona,Glendale,1630,326000,,0,0,344000,,18000,1.475857211,1,9/8/2021,126,0
X1-ORz2996c8g50u2_i6kwm,Tampa,Florida,Ruskin,1883,263400,,0,0,280900,,17500,0.592458002,1,9/8/2021,126,0
X1-ORz0das6k0jf5m_ac8lp,Atlanta,Georgia,Marietta,1854,314785,,0,0,300017,,-14768,1.222566153,1,9/8/2021,126,0
X1-ORz2c31yungsje_c69bw,Phoenix,Arizona,Avondale,2264,381047,,0,0,369100,,-11947,1.047759012,1,9/8/2021,126,0
X1-ORz0b4nc3tved6_f3lzb,Atlanta,Georgia,Atlanta,1977,324268,,0,0,306811,,-17457,0.968863076,1,9/8/2021,126,0
X1-ORz2fcaa0ilv96_a2eme,Tampa,Florida,Davenport,1578,289000,,0,0,296715,,7715,1.415597624,1,9/8/2021,126,0
X1-ORz0a20yzsjgqi_g1bmn,Dallas,Texas,Fort Worth,2498,399300,,0,0,388091,,-11209,1.069231382,1,9/8/2021,126,0
X1-ORz2b3l9wpqnp6_c92gu,Phoenix,Arizona,Mesa,1848,455200,,0,0,442800,,-12400,1.446912729,1,9/8/2021,126,0
X1-ORz2h4z27qha4a_9tz7k,Jacksonville,Florida,Orange Park,2460,387700,,0,0,377249,,-10451,0.755758444,1,9/8/2021,126,0
X1-ORz0hpsf1ye4ca_ako0j,Jacksonville,Florida,Saint Augustine,1678,280100,,0,0,295000,,14900,1.236851461,1,9/8/2021,126,0
X1-ORz2brq74pgk8q_bjs8c,Phoenix,Arizona,San Tan Valley,1536,432768,,0,0,404258,,-28510,0.836147629,1,9/8/2021,126,0
X1-ORz2dmaa9vncsa_j9wtu,Tampa,Florida,Zephyrhills,1401,229107,,0,0,219781,,-9326,1.444417896,1,9/8/2021,126,0
X1-ORz2epz4hm1t2y_hmwy0,Jacksonville,Florida,Jacksonville,1881,289084,,0,0,280568,,-8516,1.239133804,1,9/8/2021,126,0
X1-ORz2b0jvn0x4ze_ea41e,Tampa,Florida,Riverview,2496,345979,,0,0,333000,,-12979,0.776658695,1,9/8/2021,126,0
X1-ORz29lguvzk1h6_dktsw,Tampa,Florida,Brandon,1759,315351,,0,0,295000,,-20351,0.990776895,1,9/8/2021,126,0
X1-ORz2cutc079abe_efqba,Tampa,Florida,Largo,1144,304259,,0,0,285260,,-18999,1.041174693,1,9/8/2021,126,0
X1-ORz2fsrin1rrzu_cvjke,Tampa,Florida,Pinellas Park,1610,297100,,0,0,284000,,-13100,0.683821829,1,9/8/2021,126,0
X1-ORz2d428hxekca_bpei8,Austin,Texas,Leander,2025,491156,,0,0,480000,,-11156,0.795688184,1,9/8/2021,126,0
X1-ORz08p85v44o6y_i56c5,Atlanta,Georgia,Jonesboro,3283,286800,,0,0,290000,,3200,0.761100356,1,9/8/2021,126,0
X1-ORz1ybwtsx3iwq_hvccu,Miami,Florida,Coconut Creek,1768,322000,,0,0,325000,,3000,0.852607301,1,9/8/2021,126,0
X1-ORz0f8uvikwynu_cda69,Atlanta,Georgia,Douglasville,1236,187139,,0,0,204390,,17251,4.38007175,1,9/8/2021,126,0
X1-ORz09l5t7erm9m_irnfp,Orlando,Florida,Orlando,1976,388942,,0,0,371643,,-17299,1.076580806,1,9/8/2021,126,0
X1-ORz0g81dgrow3e_9pri5,Denver,Colorado,Broomfield,1875,580900,,0,0,529526,,-51374,0.658503372,1,9/8/2021,126,0
X1-ORz0c6xr34nddm_coiq1,Charlotte,North Carolina,Charlotte,2870,420910,,0,0,403232,,-17678,0.731226872,1,9/8/2021,126,0
X1-ORz2do0vj6a0l6_dw2co,Tampa,Florida,Riverview,1810,358054,,0,0,344903,,-13151,0.668392848,1,9/8/2021,126,0
X1-ORz0li6z72283e_aqaaf,Dallas,Texas,Arlington,2577,360800,,0,0,311168,,-49632,0.799227208,1,9/8/2021,126,0
X1-ORz2dhiml2vi4a_gxmpi,Phoenix,Arizona,Maricopa,2233,421840,,0,0,380710,,-41130,0.721156472,1,9/8/2021,126,0
X1-ORz08xnos9wjga_btm7n,Houston,Texas,Missouri City,2637,311900,,0,0,320322,,8422,0.975286095,1,9/8/2021,126,0
X1-ORz0dqlypbhugq_e8pgx,Jacksonville,Florida,Jacksonville,2660,440775,,0,0,423000,,-17775,0.956252263,1,9/8/2021,126,0
X1-ORz0d5i3wtx4sa_fsw7t,Atlanta,Georgia,Villa Rica,1504,223539,,0,0,237730,,14191,1.513303008,1,9/8/2021,126,0
X1-ORz09o96i7n43e_je4j9,Tampa,Florida,Gibsonton,1749,313900,,0,0,316000,,2100,0.689768153,1,9/8/2021,126,0
X1-ORz2ch009r7ed6_9zlhg,Tampa,Florida,Spring Hill,1396,243193,,0,0,236030,,-7163,1.239369249,1,9/8/2021,126,0
X1-ORz280vnh6wj96_bmlda,Austin,Texas,Austin,2115,420500,,0,0,500000,,79500,0.571696631,1,9/8/2021,126,0
X1-ORz0cuqm8bl7cq_bz8hj,Jacksonville,Florida,Middleburg,1387,266094,,0,0,253367,,-12727,1.381458574,1,9/8/2021,126,0
X1-ORz0cwx7mn3vy2_fyihp,Atlanta,Georgia,Dallas,1088,173038,,0,0,174924,,1886,1.789291639,1,9/8/2021,126,0
X1-ORz2fmhpjpppq2_bxtx2,Phoenix,Arizona,San Tan Valley,1767,381391,,0,0,374263,,-7128,0.952319187,1,9/8/2021,126,0
X1-ORz2bovhksdqii_ic76i,Phoenix,Arizona,Phoenix,2021,578210,,0,0,541313,,-36897,0.868053028,1,9/8/2021,126,0
X1-ORz0dakiborqm2_fsw7t,Houston,Texas,Porter,1810,254791,,0,0,247500,,-7291,1.45661807,1,9/8/2021,126,0
X1-ORz2eef0uyx8je_b2xeo,Atlanta,Georgia,Cartersville,1692,316162,,0,0,305960,,-10202,0.556034,1,9/8/2021,126,0
X1-ORz2db3o0u8a62_cbvls,Atlanta,Georgia,Stone Mountain,1306,206673,,0,0,198500,,-8173,1.325377141,1,9/8/2021,126,0
X1-ORz2dc3qb6cdx6_i0ymq,Nashville,Tennessee,Greenbrier,1641,336801,,0,0,314889,,-21912,1.073509338,1,9/8/2021,126,0
X1-ORz0c6pj4hr52y_ij80v,Dallas,Texas,Denton,1891,372462,,0,0,330000,,-42462,0.632974258,1,9/8/2021,126,0
X1-ORz2didfgg6c8q_ivv54,Denver,Colorado,Colorado Springs,1796,479464,,0,0,443283,,-36181,0.46585314,1,9/8/2021,126,0
X1-ORz2aa2vpmf2be_f27eu,Orlando,Florida,Sanford,1442,274700,,0,0,289305,,14605,0.949235343,1,9/8/2021,126,0
X1-ORz23kttg1s70a_f27eu,Phoenix,Arizona,Tolleson,1719,276596,,0,0,280400,,3804,0.870461429,1,9/8/2021,126,0
X1-ORz2bsn2z91hfe_eze9w,Charlotte,North Carolina,Clover,2954,537200,,0,0,521960,,-15240,0.484001665,1,9/8/2021,126,0
X1-ORz0b5mylx32be_9pri5,Atlanta,Georgia,Norcross,1524,240733,,0,0,269880,,29147,1.108090059,1,9/8/2021,126,0
X1-ORz2cr39ulr2pm_ivv54,Tampa,Florida,Spring Hill,2193,311436,,0,0,297180,,-14256,1.63675494,1,9/8/2021,126,0
X1-ORz0fmy2el8q62_avwkb,Tampa,Florida,Zephyrhills,2075,350600,,0,0,362000,,11400,1.102064471,1,9/8/2021,126,0
X1-ORz0apudvalugq_exzpf,Tampa,Florida,Valrico,1550,338986,,0,0,313661,,-25325,1.49536924,1,9/8/2021,126,0
X1-ORz2efhpusfz3u_infqa,Houston,Texas,League City,3110,382652,,0,0,355072,,-27580,0.580450579,1,9/8/2021,126,0
X1-ORz0buy71rrbsq_a9fgr,Denver,Colorado,Colorado Springs,2593,542266,,0,0,488953,,-53313,0.466049355,1,9/8/2021,126,0
X1-ORz0ixtwc0pe2i_ako0j,Dallas,Texas,Hurst,1614,259005,,0,0,275900,,16895,1.275703808,1,9/8/2021,126,0
X1-ORz0khjbcw12m2_b9y91,Atlanta,Georgia,Canton,2999,397500,,0,0,360000,,-37500,1.512253386,1,9/8/2021,126,0
X1-ORz0ato66zrse2_gqlv5,Houston,Texas,Rosenberg,1987,259200,,0,0,247306,,-11894,1.365507545,1,9/8/2021,126,0
X1-ORz2bivzf9hzlm_eqyv2,Jacksonville,Florida,Jacksonville,1779,292918,,0,0,299709,,6791,1.007419373,1,9/8/2021,126,0
X1-ORz24kn855n24a_e1omk,Phoenix,Arizona,Peoria,1494,290613,,0,0,320000,,29387,0.856504514,1,9/8/2021,126,0
X1-ORz25kpqde714q_jic8o,Orlando,Florida,Kissimmee,1825,273300,,0,0,275000,,1700,1.061705564,1,9/8/2021,126,0
X1-ORz0n8ppq9ji4a_gkzl9,Atlanta,Georgia,Jonesboro,3070,238300,,0,0,222000,,-16300,0.875252747,1,9/8/2021,126,0
X1-ORz2h1e9h3sc56_i0ymq,Atlanta,Georgia,Temple,1398,245800,,0,0,256751,,10951,1.150536667,1,9/8/2021,126,0
X1-ORz2dkgyd1dy7u_cpxai,Charlotte,North Carolina,Harrisburg,1347,344996,,0,0,339206,,-5790,1.218965567,1,9/8/2021,126,0
X1-ORz2cv9875x75m_frhnc,Atlanta,Georgia,Dallas,3197,416274,,0,0,431760,,15486,1.090958648,1,9/8/2021,126,0
X1-ORz2g6wgo1papm_flvdg,Tampa,Florida,Lakeland,2696,359900,,0,0,350000,,-9900,1.7398089,1,9/8/2021,126,0
X1-ORz0acfmz2ijy2_j02uj,Sacramento,California,Elk Grove,2164,635800,,0,0,598724,,-37076,1.64375961,1,9/8/2021,126,0
X1-ORz0dvcurooxh6_cg3b7,Denver,Colorado,Arvada,2730,661050,,0,0,644056,,-16994,0.568690857,1,9/8/2021,126,0
X1-ORz2bqg9ot2kxm_it206,Dallas,Texas,Forney,2974,464259,,0,0,429050,,-35209,0.735276938,1,9/8/2021,126,0
X1-ORz0dahjs0ory2_hwqxb,Austin,Texas,Round Rock,2054,429520,,0,0,392271,,-37249,0.795408586,1,9/8/2021,126,0
X1-ORz0ek1aeoid8a_j8i9d,Sacramento,California,Carmichael,1623,535984,,0,0,518438,,-17546,0.965607906,1,9/8/2021,126,0
X1-ORz2fpg97sodq2_hvccu,Jacksonville,Florida,Yulee,1997,345200,,0,0,347847,,2647,0.582112394,1,9/8/2021,126,0
X1-ORz2918gn8mtmi_efqba,Atlanta,Georgia,Stockbridge,1242,175200,,0,0,202675,,27475,1.880623242,1,9/8/2021,126,0
X1-ORz0ab84cj2zju_a101x,Atlanta,Georgia,Bethlehem,1738,312102,,0,0,295462,,-16640,0.740479649,1,9/8/2021,126,0
X1-ORz2cd77gm2fzu_chhvo,Tampa,Florida,Pinellas Park,1075,269161,,0,0,246444,,-22717,1.327290866,1,9/8/2021,126,0
X1-ORz28ydj773rzu_b2xeo,Houston,Texas,Houston,1694,201900,,0,0,210906,,9006,1.895635846,1,9/8/2021,126,0
X1-ORz2ckf3t66mwq_hpq2y,Charlotte,North Carolina,Huntersville,2144,433639,,0,0,409852,,-23787,0.578845493,1,9/8/2021,126,0
X1-ORz2ci21l7dh8a_h38ze,Sacramento,California,Elk Grove,1385,592480,,0,0,503141,,-89339,0.406048526,1,9/8/2021,126,0
X1-ORz2fhswgispru_bmlda,Orlando,Florida,Orlando,1149,284213,,0,0,269445,,-14768,1.499708663,1,9/8/2021,126,0
X1-ORz2dowrv5ty7u_gme5q,Jacksonville,Florida,Fernandina Beach,1859,361881,,0,0,334811,,-27070,1.572727705,1,9/8/2021,126,0
X1-ORz0idrn2qebga_fc1e5,Dallas,Texas,McKinney,2136,356000,,0,0,378700,,22700,1.12962091,1,9/8/2021,126,0
X1-ORz0co6i76ctq2_a9fgr,Atlanta,Georgia,Cumming,1404,313255,,0,0,306329,,-6926,1.354279513,1,9/8/2021,126,0
X1-ORz0d91t6ucz96_esdfj,Phoenix,Arizona,Maricopa,1878,373558,,0,0,345270,,-28288,0.494721682,1,9/8/2021,126,0
X1-ORz2cc3f06alx6_e4hri,Tampa,Florida,Gibsonton,1152,170256,,0,0,220000,,49744,1.123509948,1,9/8/2021,126,0
X1-ORz29npj9hct4q_b2xeo,Charlotte,North Carolina,Mooresville,3152,389700,,0,0,380000,,-9700,0.338001728,1,9/8/2021,126,0
X1-ORz0dei0thleuy_exzpf,Dallas,Texas,Denton,2618,417678,,0,0,381989,,-35689,0.791659658,1,9/8/2021,126,0
X1-ORz2auf04h00hm_gutkk,Denver,Colorado,Colorado Springs,1812,411300,,0,0,385214,,-26086,1.253436829,1,9/8/2021,126,0
X1-ORz0cl6r4ewy9m_h1uex,Denver,Colorado,Littleton,3277,637482,,0,0,588162,,-49320,1.038736145,1,9/8/2021,126,0
X1-ORz2g6te6be83e_df7j0,Jacksonville,Florida,Middleburg,2274,343200,,0,0,352781,,9581,0.701842379,1,9/8/2021,126,0
X1-ORz2cpenmf6e0q_fooie,Atlanta,Georgia,Newnan,2374,421602,,0,0,402390,,-19212,0.965337558,1,9/8/2021,126,0
X1-ORz0c5a4di3o8q_f6f49,Dallas,Texas,Melissa,2443,436637,,0,0,396553,,-40084,0.54079586,1,9/8/2021,126,0
X1-ORz23j5uw8k60q_cbvls,Dallas,Texas,Lancaster,2783,250734,,0,0,271000,,20266,0.993274369,1,9/8/2021,126,0
X1-ORz2cpkkprcbcq_9wsci,Atlanta,Georgia,Snellville,1390,260237,,0,0,256592,,-3645,2.021766566,1,9/8/2021,126,0
X1-ORz0aliife9soq_g1bmn,Orlando,Florida,Orlando,1261,301506,,0,0,285398,,-16108,1.074074343,1,9/8/2021,126,0
X1-ORz0atplhsp7qy_fq32v,Orlando,Florida,Sanford,1684,343175,,0,0,357774,,14599,1.206185206,1,9/8/2021,126,0
X1-ORz27inpnavure_e4hri,Las Vegas,Nevada,Las Vegas,1252,284400,,0,0,335000,,50600,2.602566399,1,9/8/2021,126,0
X1-ORz0e1k91nsku2_d86on,Atlanta,Georgia,Cumming,2184,334013,,0,0,337539,,3526,0.927927615,1,9/8/2021,126,0
X1-ORz2cuyx9cqvsq_if0bg,Tampa,Florida,Tampa,2043,397536,,0,0,375753,,-21783,0.954864751,1,9/8/2021,126,0
X1-ORz2c368r292m2_f7toq,Charlotte,North Carolina,Rock Hill,2243,317479,,0,0,302588,,-14891,1.469892324,1,9/8/2021,126,0
X1-ORz2fqvk0q3qm2_efqba,Dallas,Texas,Arlington,1832,303900,,0,0,303361,,-539,2.678799361,1,9/8/2021,126,0
X1-ORz0b07ufw3q7u_irnfp,Jacksonville,Florida,Jacksonville,2545,382293,,0,0,363510,,-18783,0.692997521,1,9/8/2021,126,0
X1-ORz2ax5vk86zy2_hboe8,Jacksonville,Florida,Jacksonville,1792,283900,,0,0,286905,,3005,0.852125552,1,9/8/2021,126,0
X1-ORz253vk3kg67u_hhao4,Cincinnati,Ohio,Springboro,1765,299600,,0,0,296900,,-2700,1.174317745,1,9/8/2021,126,0
